,text,target
202,"This name was possibly given after a local landmarkвЂ”Akmola literally means ""white grave"" or ""holy city"" in KazakhвЂ”although this theory is not universally accepted.",1
203,"[2] In 1832, it was granted town status and renamed Akmolinsk (Russian: РђРєРјРѕР»РёРЅСЃРє).",1
204,"[2] During the Soviet era on 20 March 1961, it was renamed Tselinograd (Russian: Р¦РµР»РёРЅРѕРіСЂР°Рґ, lit.",1
205,'City of virgin lands') to mark its evolution as a cultural and administrative center of the Virgin Lands campaign.,1
206,"[21][2] In 1992, after Kazakh independence Tselinograd adopted the presumed original name Akmola.",1
207,"[2][22] On 10 December 1997, Akmola replaced Almaty as the capital of Kazakhstan.",1
208,"On 6 May 1998, it was renamed Astana, which means ""capital city"" in Kazakh.",1
209,"[23] On 20 March 2019, the capital was renamed from Astana to its current name Nur-Sultan in honor of the long-ruling Kazakh President Nursultan Nazarbayev, shortly after his resignatio.",1
210,"Nur-Sultan's economy is based on trade, industrial production, transport, communication and construction.",1
211,"The city's industrial production is mainly focused on producing building materials, foodstuff and mechanical engineering.",1
212,The Astana International Financial Center (AIFC) opened in July 2018 to become a hub for financial services in Central Asia.,1
213,[54],1
214,"Nur-Sultan is the headquarters of state-owned corporations such as Samruk-Kazyna, Kazakhstan Temir Zholy, KazMunayGas, KazTransOil, Kazatomprom, KEGOC, Kazpost and Kazakhtelecom.",1
215,The shift of the capital has given it a powerful boost to Nur-Sultan's economic development.,1
216,The city's high economic growth rate has attracted numerous investors.,1
217,"In the 16 years since Nur-Sultan became the capital, the volume of investments has increased by almost 30 times, the gross regional product has increased by 90 times,[55] and industrial output has increased by 11 times.",1
218,The city's Gross Regional Product makes up about 8.5 per cent of the republic's Gross domestic product.,1
219,[56],1
220,The Nur-Sultan вЂ“ New City special economic zone was established in 2001 to help develop industry and increase the attractiveness of the city to investors.,1
221,[57] The SEZ plans to commission five projects worth 20 billion KZT (around $108 million) in the Industrial Park No.,1
222,1 in 2015.,1
223,"[57] The projects include construction of a plant for production of diesel engines, a fast food complex, temporary storage warehouses and a business center, a furniture factory, and production of military and civil engineering machin",1
224,[57] The new Nur-Sultan /Astana International Financial Centre is due to launch on 1 January 2018.,1
225,Nur-Sultan's administration is promoting the development of small and medium-sized businesses through the cooperation of the Sovereign Welfare Fund Samruk-Kazyna and National Economic Chamber.,1
226,Support is provided by a special programme of crediting.,1
227,"[58] As a result, the number of small and medium-sized businesses increased by 13.7% to over 96,000 compared to the previous year as of 1 July 2015.",1
228,"[59] In addition, the number of people employed in small and medium-sized business increased by 17.8% to over 234,000 people as of 1 April 2015.",1
229,[59],1
230,"Nur-Sultan was included in the list of top 21 intelligent communities of the world, according to the report released by the Intelligent Community Forum in October 2016.",1
231,"The rating list includes the cities, regions and communities which use digital instruments for the construction of local economy and society.",1
232,[60],1
233,"In 2018, Nur-Sultan attracted more than three trillion tenge (US$7.91 billion) in foreign direct investments, a record amount for the city.",1
234,The growth was achieved due to a large number of construction projects.,1
235,[61],1
236,Tourism becomes one of the factors that drive economic growth in the city.,1
237,Nur-Sultan is among the top ten most attractive tourist cities in the Commonwealth of Independent States (CIS).,1
238,"Nur-Sultan (Kazakh pronunciation: [nКЉЙѕ sКЉltЙ‘n], Cyrillic: РќТ±СЂ-РЎТ±Р»С‚Р°РЅ; see also other names), is the capital city of Kazakhstan.",1
239,"Known between 1998 and 2019 as Astana[a] (Kazakh pronunciation: [Й‘stЙ‘nЙ‘], Cyrillic: РђСЃС‚Р°РЅР°) and before that Akmola, it was renamed Nur-Sultan in March 2019, in honour of the departing Kazakh president, Nursultan Nazarbayev.",1
240,"The city lies on the banks of the Ishim River in the north-central part of Kazakhstan, within the Akmola Region, though administered as a city with special status separately from the rest of the region.",1
241,"A 2020 official estimate reported a population of 1,136,008 within the city limits, making it the second-largest city in the country, after Almaty, the previous capital, between 1991 and 1997.",1
242,[3],1
243,"Akmola became the capital of Kazakhstan in 1997, since then it has grown and developed economically into one of the most modern cities in Central Asia.",1
244,"[12][13] On 23 March 2019, following a unanimous vote in Kazakhstan's parliament, the city was renamed Nur-Sultan, after former Kazakhstan President Nursultan Nazarbayev.",1
245,[14][15][16],1
246,"Modern Nur-Sultan is a planned city, following the process of other planned capitals.",1
247,"[17] After it became the capital of Kazakhstan, the city dramatically changed its shape.",1
248,The city's master-plan was designed by Japanese architect Kisho Kurokawa.,1
249,"[17] As the seat of the Government of Kazakhstan, Nur-Sultan is the site of the Parliament House, the Supreme Court, the Ak Orda Presidential Palace and numerous government departments and agencies.",1
250,"It is home to a range of futuristic buildings, including many skyscrapers",1
251,"The settlement was founded in 1830 as Akmoly or Akmolinsky prikaz (Russian: РђРєРјРѕР»РёРЅСЃРєРёР№ РїСЂРёРєР°Р· ""prikaz [office] of Akmoly"").",1
252,"This name was possibly given after a local landmarkвЂ”Akmola literally means ""white grave"" or ""holy city"" in KazakhвЂ”although this theory is not universally accepted.",1
253,"[2] In 1832, it was granted town status and renamed Akmolinsk (Russian: РђРєРјРѕР»РёРЅСЃРє).",1
254,"[2] During the Soviet era on 20 March 1961, it was renamed Tselinograd (Russian: Р¦РµР»РёРЅРѕРіСЂР°Рґ, lit.",1
255,'City of virgin lands') to mark its evolution as a cultural and administrative center of the Virgin Lands campaign.,1
256,"[21][2] In 1992, after Kazakh independence Tselinograd adopted the presumed original name Akmola.",1
257,"[2][22] On 10 December 1997, Akmola replaced Almaty as the capital of Kazakhstan.",1
258,"On 6 May 1998, it was renamed Astana, which means ""capital city"" in Kazakh.",1
259,"[23] On 20 March 2019, the capital was renamed from Astana to its current name Nur-Sultan in honor of the long-ruling Kazakh President Nursultan Nazarbayev, shortly after his resignatio.",1
260,"Nur-Sultan's economy is based on trade, industrial production, transport, communication and construction.",1
261,"The city's industrial production is mainly focused on producing building materials, foodstuff and mechanical engineering.",1
262,The Astana International Financial Center (AIFC) opened in July 2018 to become a hub for financial services in Central Asia.,1
263,[54],1
264,"Nur-Sultan is the headquarters of state-owned corporations such as Samruk-Kazyna, Kazakhstan Temir Zholy, KazMunayGas, KazTransOil, Kazatomprom, KEGOC, Kazpost and Kazakhtelecom.",1
265,The shift of the capital has given it a powerful boost to Nur-Sultan's economic development.,1
266,The city's high economic growth rate has attracted numerous investors.,1
267,"In the 16 years since Nur-Sultan became the capital, the volume of investments has increased by almost 30 times, the gross regional product has increased by 90 times,[55] and industrial output has increased by 11 times.",1
268,The city's Gross Regional Product makes up about 8.5 per cent of the republic's Gross domestic product.,1
269,[56],1
270,The Nur-Sultan вЂ“ New City special economic zone was established in 2001 to help develop industry and increase the attractiveness of the city to investors.,1
271,[57] The SEZ plans to commission five projects worth 20 billion KZT (around $108 million) in the Industrial Park No.,1
272,1 in 2015.,1
273,"[57] The projects include construction of a plant for production of diesel engines, a fast food complex, temporary storage warehouses and a business center, a furniture factory, and production of military and civil engineering machin",1
274,[57] The new Nur-Sultan /Astana International Financial Centre is due to launch on 1 January 2018.,1
275,Nur-Sultan's administration is promoting the development of small and medium-sized businesses through the cooperation of the Sovereign Welfare Fund Samruk-Kazyna and National Economic Chamber.,1
276,Support is provided by a special programme of crediting.,1
277,"[58] As a result, the number of small and medium-sized businesses increased by 13.7% to over 96,000 compared to the previous year as of 1 July 2015.",1
278,"[59] In addition, the number of people employed in small and medium-sized business increased by 17.8% to over 234,000 people as of 1 April 2015.",1
279,[59],1
280,"Nur-Sultan was included in the list of top 21 intelligent communities of the world, according to the report released by the Intelligent Community Forum in October 2016.",1
281,"The rating list includes the cities, regions and communities which use digital instruments for the construction of local economy and society.",1
282,[60],1
283,"In 2018, Nur-Sultan attracted more than three trillion tenge (US$7.91 billion) in foreign direct investments, a record amount for the city.",1
284,The growth was achieved due to a large number of construction projects.,1
285,[61],1
286,Tourism becomes one of the factors that drive economic growth in the city.,1
287,Nur-Sultan is among the top ten most attractive tourist cities in the Commonwealth of Independent States (CIS).,1
288,"Nur-Sultan (Kazakh pronunciation: [nКЉЙѕ sКЉltЙ‘n], Cyrillic: РќТ±СЂ-РЎТ±Р»С‚Р°РЅ; see also other names), is the capital city of Kazakhstan.",1
289,"Known between 1998 and 2019 as Astana[a] (Kazakh pronunciation: [Й‘stЙ‘nЙ‘], Cyrillic: РђСЃС‚Р°РЅР°) and before that Akmola, it was renamed Nur-Sultan in March 2019, in honour of the departing Kazakh president, Nursultan Nazarbayev.",1
290,"The city lies on the banks of the Ishim River in the north-central part of Kazakhstan, within the Akmola Region, though administered as a city with special status separately from the rest of the region.",1
291,"A 2020 official estimate reported a population of 1,136,008 within the city limits, making it the second-largest city in the country, after Almaty, the previous capital, between 1991 and 1997.",1
292,[3],1
293,"Akmola became the capital of Kazakhstan in 1997, since then it has grown and developed economically into one of the most modern cities in Central Asia.",1
294,"[12][13] On 23 March 2019, following a unanimous vote in Kazakhstan's parliament, the city was renamed Nur-Sultan, after former Kazakhstan President Nursultan Nazarbayev.",1
295,[14][15][16],1
296,"Modern Nur-Sultan is a planned city, following the process of other planned capitals.",1
297,"[17] After it became the capital of Kazakhstan, the city dramatically changed its shape.",1
298,The city's master-plan was designed by Japanese architect Kisho Kurokawa.,1
299,"[17] As the seat of the Government of Kazakhstan, Nur-Sultan is the site of the Parliament House, the Supreme Court, the Ak Orda Presidential Palace and numerous government departments and agencies.",1
300,"It is home to a range of futuristic buildings, including many skyscrapers",1
301,"The settlement was founded in 1830 as Akmoly or Akmolinsky prikaz (Russian: РђРєРјРѕР»РёРЅСЃРєРёР№ РїСЂРёРєР°Р· ""prikaz [office] of Akmoly"").",1
302,"This name was possibly given after a local landmarkвЂ”Akmola literally means ""white grave"" or ""holy city"" in KazakhвЂ”although this theory is not universally accepted.",1
303,"[2] In 1832, it was granted town status and renamed Akmolinsk (Russian: РђРєРјРѕР»РёРЅСЃРє).",1
304,"[2] During the Soviet era on 20 March 1961, it was renamed Tselinograd (Russian: Р¦РµР»РёРЅРѕРіСЂР°Рґ, lit.",1
305,'City of virgin lands') to mark its evolution as a cultural and administrative center of the Virgin Lands campaign.,1
306,"[21][2] In 1992, after Kazakh independence Tselinograd adopted the presumed original name Akmola.",1
307,"[2][22] On 10 December 1997, Akmola replaced Almaty as the capital of Kazakhstan.",1
308,"On 6 May 1998, it was renamed Astana, which means ""capital city"" in Kazakh.",1
309,"[23] On 20 March 2019, the capital was renamed from Astana to its current name Nur-Sultan in honor of the long-ruling Kazakh President Nursultan Nazarbayev, shortly after his resignatio.",1
310,"Nur-Sultan's economy is based on trade, industrial production, transport, communication and construction.",1
311,"The city's industrial production is mainly focused on producing building materials, foodstuff and mechanical engineering.",1
312,The Astana International Financial Center (AIFC) opened in July 2018 to become a hub for financial services in Central Asia.,1
313,[54],1
314,"Nur-Sultan is the headquarters of state-owned corporations such as Samruk-Kazyna, Kazakhstan Temir Zholy, KazMunayGas, KazTransOil, Kazatomprom, KEGOC, Kazpost and Kazakhtelecom.",1
315,The shift of the capital has given it a powerful boost to Nur-Sultan's economic development.,1
316,The city's high economic growth rate has attracted numerous investors.,1
317,"In the 16 years since Nur-Sultan became the capital, the volume of investments has increased by almost 30 times, the gross regional product has increased by 90 times,[55] and industrial output has increased by 11 times.",1
318,The city's Gross Regional Product makes up about 8.5 per cent of the republic's Gross domestic product.,1
319,[56],1
320,The Nur-Sultan вЂ“ New City special economic zone was established in 2001 to help develop industry and increase the attractiveness of the city to investors.,1
321,[57] The SEZ plans to commission five projects worth 20 billion KZT (around $108 million) in the Industrial Park No.,1
322,1 in 2015.,1
323,"[57] The projects include construction of a plant for production of diesel engines, a fast food complex, temporary storage warehouses and a business center, a furniture factory, and production of military and civil engineering machin",1
324,[57] The new Nur-Sultan /Astana International Financial Centre is due to launch on 1 January 2018.,1
325,Nur-Sultan's administration is promoting the development of small and medium-sized businesses through the cooperation of the Sovereign Welfare Fund Samruk-Kazyna and National Economic Chamber.,1
326,Support is provided by a special programme of crediting.,1
327,"[58] As a result, the number of small and medium-sized businesses increased by 13.7% to over 96,000 compared to the previous year as of 1 July 2015.",1
328,"[59] In addition, the number of people employed in small and medium-sized business increased by 17.8% to over 234,000 people as of 1 April 2015.",1
329,[59],1
330,"Nur-Sultan was included in the list of top 21 intelligent communities of the world, according to the report released by the Intelligent Community Forum in October 2016.",1
331,"The rating list includes the cities, regions and communities which use digital instruments for the construction of local economy and society.",1
332,[60],1
333,"In 2018, Nur-Sultan attracted more than three trillion tenge (US$7.91 billion) in foreign direct investments, a record amount for the city.",1
334,The growth was achieved due to a large number of construction projects.,1
335,[61],1
336,Tourism becomes one of the factors that drive economic growth in the city.,1
337,Nur-Sultan is among the top ten most attractive tourist cities in the Commonwealth of Independent States (CIS).,1
338,"Nur-Sultan (Kazakh pronunciation: [nКЉЙѕ sКЉltЙ‘n], Cyrillic: РќТ±СЂ-РЎТ±Р»С‚Р°РЅ; see also other names), is the capital city of Kazakhstan.",1
339,"Known between 1998 and 2019 as Astana[a] (Kazakh pronunciation: [Й‘stЙ‘nЙ‘], Cyrillic: РђСЃС‚Р°РЅР°) and before that Akmola, it was renamed Nur-Sultan in March 2019, in honour of the departing Kazakh president, Nursultan Nazarbayev.",1
340,"The city lies on the banks of the Ishim River in the north-central part of Kazakhstan, within the Akmola Region, though administered as a city with special status separately from the rest of the region.",1
341,"A 2020 official estimate reported a population of 1,136,008 within the city limits, making it the second-largest city in the country, after Almaty, the previous capital, between 1991 and 1997.",1
342,[3],1
343,"Akmola became the capital of Kazakhstan in 1997, since then it has grown and developed economically into one of the most modern cities in Central Asia.",1
344,"[12][13] On 23 March 2019, following a unanimous vote in Kazakhstan's parliament, the city was renamed Nur-Sultan, after former Kazakhstan President Nursultan Nazarbayev.",1
345,[14][15][16],1
346,"Modern Nur-Sultan is a planned city, following the process of other planned capitals.",1
347,"[17] After it became the capital of Kazakhstan, the city dramatically changed its shape.",1
348,The city's master-plan was designed by Japanese architect Kisho Kurokawa.,1
349,"[17] As the seat of the Government of Kazakhstan, Nur-Sultan is the site of the Parliament House, the Supreme Court, the Ak Orda Presidential Palace and numerous government departments and agencies.",1
350,"It is home to a range of futuristic buildings, including many skyscrapers",1
351,"The settlement was founded in 1830 as Akmoly or Akmolinsky prikaz (Russian: РђРєРјРѕР»РёРЅСЃРєРёР№ РїСЂРёРєР°Р· ""prikaz [office] of Akmoly"").",1
352,"This name was possibly given after a local landmarkвЂ”Akmola literally means ""white grave"" or ""holy city"" in KazakhвЂ”although this theory is not universally accepted.",1
353,"[2] In 1832, it was granted town status and renamed Akmolinsk (Russian: РђРєРјРѕР»РёРЅСЃРє).",1
354,"[2] During the Soviet era on 20 March 1961, it was renamed Tselinograd (Russian: Р¦РµР»РёРЅРѕРіСЂР°Рґ, lit.",1
355,'City of virgin lands') to mark its evolution as a cultural and administrative center of the Virgin Lands campaign.,1
356,"[21][2] In 1992, after Kazakh independence Tselinograd adopted the presumed original name Akmola.",1
357,"[2][22] On 10 December 1997, Akmola replaced Almaty as the capital of Kazakhstan.",1
358,"On 6 May 1998, it was renamed Astana, which means ""capital city"" in Kazakh.",1
359,"[23] On 20 March 2019, the capital was renamed from Astana to its current name Nur-Sultan in honor of the long-ruling Kazakh President Nursultan Nazarbayev, shortly after his resignatio.",1
360,"Nur-Sultan's economy is based on trade, industrial production, transport, communication and construction.",1
361,"The city's industrial production is mainly focused on producing building materials, foodstuff and mechanical engineering.",1
362,The Astana International Financial Center (AIFC) opened in July 2018 to become a hub for financial services in Central Asia.,1
363,[54],1
364,"Nur-Sultan is the headquarters of state-owned corporations such as Samruk-Kazyna, Kazakhstan Temir Zholy, KazMunayGas, KazTransOil, Kazatomprom, KEGOC, Kazpost and Kazakhtelecom.",1
365,The shift of the capital has given it a powerful boost to Nur-Sultan's economic development.,1
366,The city's high economic growth rate has attracted numerous investors.,1
367,"In the 16 years since Nur-Sultan became the capital, the volume of investments has increased by almost 30 times, the gross regional product has increased by 90 times,[55] and industrial output has increased by 11 times.",1
368,The city's Gross Regional Product makes up about 8.5 per cent of the republic's Gross domestic product.,1
369,[56],1
370,The Nur-Sultan вЂ“ New City special economic zone was established in 2001 to help develop industry and increase the attractiveness of the city to investors.,1
371,[57] The SEZ plans to commission five projects worth 20 billion KZT (around $108 million) in the Industrial Park No.,1
372,1 in 2015.,1
373,"[57] The projects include construction of a plant for production of diesel engines, a fast food complex, temporary storage warehouses and a business center, a furniture factory, and production of military and civil engineering machin",1
374,[57] The new Nur-Sultan /Astana International Financial Centre is due to launch on 1 January 2018.,1
375,Nur-Sultan's administration is promoting the development of small and medium-sized businesses through the cooperation of the Sovereign Welfare Fund Samruk-Kazyna and National Economic Chamber.,1
376,Support is provided by a special programme of crediting.,1
377,"[58] As a result, the number of small and medium-sized businesses increased by 13.7% to over 96,000 compared to the previous year as of 1 July 2015.",1
378,"[59] In addition, the number of people employed in small and medium-sized business increased by 17.8% to over 234,000 people as of 1 April 2015.",1
379,[59],1
380,"Nur-Sultan was included in the list of top 21 intelligent communities of the world, according to the report released by the Intelligent Community Forum in October 2016.",1
381,"The rating list includes the cities, regions and communities which use digital instruments for the construction of local economy and society.",1
382,[60],1
383,"In 2018, Nur-Sultan attracted more than three trillion tenge (US$7.91 billion) in foreign direct investments, a record amount for the city.",1
384,The growth was achieved due to a large number of construction projects.,1
385,[61],1
386,Tourism becomes one of the factors that drive economic growth in the city.,1
387,Nur-Sultan is among the top ten most attractive tourist cities in the Commonwealth of Independent States (CIS).,1
388,"Nur-Sultan (Kazakh pronunciation: [nКЉЙѕ sКЉltЙ‘n], Cyrillic: РќТ±СЂ-РЎТ±Р»С‚Р°РЅ; see also other names), is the capital city of Kazakhstan.",1
389,"Known between 1998 and 2019 as Astana[a] (Kazakh pronunciation: [Й‘stЙ‘nЙ‘], Cyrillic: РђСЃС‚Р°РЅР°) and before that Akmola, it was renamed Nur-Sultan in March 2019, in honour of the departing Kazakh president, Nursultan Nazarbayev.",1
390,"The city lies on the banks of the Ishim River in the north-central part of Kazakhstan, within the Akmola Region, though administered as a city with special status separately from the rest of the region.",1
391,"A 2020 official estimate reported a population of 1,136,008 within the city limits, making it the second-largest city in the country, after Almaty, the previous capital, between 1991 and 1997.",1
392,[3],1
393,"Akmola became the capital of Kazakhstan in 1997, since then it has grown and developed economically into one of the most modern cities in Central Asia.",1
394,"[12][13] On 23 March 2019, following a unanimous vote in Kazakhstan's parliament, the city was renamed Nur-Sultan, after former Kazakhstan President Nursultan Nazarbayev.",1
395,[14][15][16],1
396,"Modern Nur-Sultan is a planned city, following the process of other planned capitals.",1
397,"[17] After it became the capital of Kazakhstan, the city dramatically changed its shape.",1
398,The city's master-plan was designed by Japanese architect Kisho Kurokawa.,1
399,"[17] As the seat of the Government of Kazakhstan, Nur-Sultan is the site of the Parliament House, the Supreme Court, the Ak Orda Presidential Palace and numerous government departments and agencies.",1
400,"It is home to a range of futuristic buildings, including many skyscrapers",1
401,"The settlement was founded in 1830 as Akmoly or Akmolinsky prikaz (Russian: РђРєРјРѕР»РёРЅСЃРєРёР№ РїСЂРёРєР°Р· ""prikaz [office] of Akmoly"").",1
402,"This name was possibly given after a local landmarkвЂ”Akmola literally means ""white grave"" or ""holy city"" in KazakhвЂ”although this theory is not universally accepted.",1
403,"[2] In 1832, it was granted town status and renamed Akmolinsk (Russian: РђРєРјРѕР»РёРЅСЃРє).",1
404,"[2] During the Soviet era on 20 March 1961, it was renamed Tselinograd (Russian: Р¦РµР»РёРЅРѕРіСЂР°Рґ, lit.",1
405,'City of virgin lands') to mark its evolution as a cultural and administrative center of the Virgin Lands campaign.,1
406,"[21][2] In 1992, after Kazakh independence Tselinograd adopted the presumed original name Akmola.",1
407,"[2][22] On 10 December 1997, Akmola replaced Almaty as the capital of Kazakhstan.",1
408,"On 6 May 1998, it was renamed Astana, which means ""capital city"" in Kazakh.",1
409,"[23] On 20 March 2019, the capital was renamed from Astana to its current name Nur-Sultan in honor of the long-ruling Kazakh President Nursultan Nazarbayev, shortly after his resignatio.",1
410,"Nur-Sultan's economy is based on trade, industrial production, transport, communication and construction.",1
411,"The city's industrial production is mainly focused on producing building materials, foodstuff and mechanical engineering.",1
412,The Astana International Financial Center (AIFC) opened in July 2018 to become a hub for financial services in Central Asia.,1
413,[54],1
