,text,target
414,"Nur-Sultan is the headquarters of state-owned corporations such as Samruk-Kazyna, Kazakhstan Temir Zholy, KazMunayGas, KazTransOil, Kazatomprom, KEGOC, Kazpost and Kazakhtelecom.",1
415,The shift of the capital has given it a powerful boost to Nur-Sultan's economic development.,1
416,The city's high economic growth rate has attracted numerous investors.,1
417,"In the 16 years since Nur-Sultan became the capital, the volume of investments has increased by almost 30 times, the gross regional product has increased by 90 times,[55] and industrial output has increased by 11 times.",1
418,The city's Gross Regional Product makes up about 8.5 per cent of the republic's Gross domestic product.,1
419,[56],1
420,The Nur-Sultan вЂ“ New City special economic zone was established in 2001 to help develop industry and increase the attractiveness of the city to investors.,1
421,[57] The SEZ plans to commission five projects worth 20 billion KZT (around $108 million) in the Industrial Park No.,1
422,1 in 2015.,1
423,"[57] The projects include construction of a plant for production of diesel engines, a fast food complex, temporary storage warehouses and a business center, a furniture factory, and production of military and civil engineering machin",1
424,[57] The new Nur-Sultan /Astana International Financial Centre is due to launch on 1 January 2018.,1
425,Nur-Sultan's administration is promoting the development of small and medium-sized businesses through the cooperation of the Sovereign Welfare Fund Samruk-Kazyna and National Economic Chamber.,1
426,Support is provided by a special programme of crediting.,1
427,"[58] As a result, the number of small and medium-sized businesses increased by 13.7% to over 96,000 compared to the previous year as of 1 July 2015.",1
428,"[59] In addition, the number of people employed in small and medium-sized business increased by 17.8% to over 234,000 people as of 1 April 2015.",1
429,[59],1
430,"Nur-Sultan was included in the list of top 21 intelligent communities of the world, according to the report released by the Intelligent Community Forum in October 2016.",1
431,"The rating list includes the cities, regions and communities which use digital instruments for the construction of local economy and society.",1
432,[60],1
433,"In 2018, Nur-Sultan attracted more than three trillion tenge (US$7.91 billion) in foreign direct investments, a record amount for the city.",1
434,The growth was achieved due to a large number of construction projects.,1
435,[61],1
436,Tourism becomes one of the factors that drive economic growth in the city.,1
437,Nur-Sultan is among the top ten most attractive tourist cities in the Commonwealth of Independent States (CIS).,1
438,"Nur-Sultan, is the capital city of Kazakhstan.",1
439,"Known between 1998 and 2019 as Astana[a]  and before that Akmola, it was renamed Nur-Sultan in March 2019, in honour of the departing Kazakh president, Nursultan Nazarbayev.",1
440,"The city lies on the banks of the Ishim River in the north-central part of Kazakhstan, within the Akmola Region, though administered as a city with special status separately from the rest of the region.",1
441,"A 2020 official estimate reported a population of 1,136,008 within the city limits, making it the second-largest city in the country, after Almaty, the previous capital, between 1991 and 1997.",1
442,"Akmola became the capital of Kazakhstan in 1997, since then it has grown and developed economically into one of the most modern cities in Central Asia.",1
443,"[12][13] On 23 March 2019, following a unanimous vote in Kazakhstan's parliament, the city was renamed Nur-Sultan, after former Kazakhstan President Nursultan Nazarbayev.",1
444,"Modern Nur-Sultan is a planned city, following the process of other planned capitals.",1
445,"[17] After it became the capital of Kazakhstan, the city dramatically changed its shape.",1
446,The city's master-plan was designed by Japanese architect Kisho Kurokawa.,1
447,"As the seat of the Government of Kazakhstan, Nur-Sultan is the site of the Parliament House, the Supreme Court, the Ak Orda Presidential Palace and numerous government departments and agencies.",1
448,"It is home to a range of futuristic buildings, including many skyscrapers",1
449,The settlement was founded in 1830 as Akmoly or Akmolinsky prikaz.,1
450,"This name was possibly given after a local landmarkвЂ”Akmola literally means ""white grave"" or ""holy city"" in KazakhвЂ”although this theory is not universally accepted.",1
451,"[2] In 1832, it was granted town status and renamed Akmolinsk (Russian: РђРєРјРѕР»РёРЅСЃРє).",1
452,"[2] During the Soviet era on 20 March 1961, it was renamed Tselinograd (Russian: Р¦РµР»РёРЅРѕРіСЂР°Рґ, lit.",1
453,'City of virgin lands') to mark its evolution as a cultural and administrative center of the Virgin Lands campaign.,1
454,"[21][2] In 1992, after Kazakh independence Tselinograd adopted the presumed original name Akmola.",1
455,"[2][22] On 10 December 1997, Akmola replaced Almaty as the capital of Kazakhstan.",1
456,"On 6 May 1998, it was renamed Astana, which means ""capital city"" in Kazakh.",1
457,"[23] On 20 March 2019, the capital was renamed from Astana to its current name Nur-Sultan in honor of the long-ruling Kazakh President Nursultan Nazarbayev, shortly after his resignatio.",1
458,"Nur-Sultan's economy is based on trade, industrial production, transport, communication and construction.",1
459,"The city's industrial production is mainly focused on producing building materials, foodstuff and mechanical engineering.",1
460,The Astana International Financial Center (AIFC) opened in July 2018 to become a hub for financial services in Central Asia.,1
461,[54],1
462,"Nur-Sultan is the headquarters of state-owned corporations such as Samruk-Kazyna, Kazakhstan Temir Zholy, KazMunayGas, KazTransOil, Kazatomprom, KEGOC, Kazpost and Kazakhtelecom.",1
463,The shift of the capital has given it a powerful boost to Nur-Sultan's economic development.,1
464,The city's high economic growth rate has attracted numerous investors.,1
465,"In the 16 years since Nur-Sultan became the capital, the volume of investments has increased by almost 30 times, the gross regional product has increased by 90 times,[55] and industrial output has increased by 11 times.",1
466,The city's Gross Regional Product makes up about 8.5 per cent of the republic's Gross domestic product.,1
467,[56],1
468,The Nur-Sultan вЂ“ New City special economic zone was established in 2001 to help develop industry and increase the attractiveness of the city to investors.,1
469,The SEZ plans to commission five projects worth 20 billion KZT (around $108 million) in the Industrial Park No.,1
470,1 in 2015.,1
471,"[57] The projects include construction of a plant for production of diesel engines, a fast food complex, temporary storage warehouses and a business center, a furniture factory, and production of military and civil engineering machin",1
472,[57] The new Nur-Sultan /Astana International Financial Centre is due to launch on 1 January 2018.,1
473,Nur-Sultan's administration is promoting the development of small and medium-sized businesses through the cooperation of the Sovereign Welfare Fund Samruk-Kazyna and National Economic Chamber.,1
474,Support is provided by a special programme of crediting.,1
475,"[58] As a result, the number of small and medium-sized businesses increased by 13.7% to over 96,000 compared to the previous year as of 1 July 2015.",1
476,"[59] In addition, the number of people employed in small and medium-sized business increased by 17.8% to over 234,000 people as of 1 April 2015.",1
477,[59],1
478,"Nur-Sultan was included in the list of top 21 intelligent communities of the world, according to the report released by the Intelligent Community Forum in October 2016.",1
479,"The rating list includes the cities, regions and communities which use digital instruments for the construction of local economy and society.",1
480,[60],1
481,"In 2018, Nur-Sultan attracted more than three trillion tenge (US$7.91 billion) in foreign direct investments, a record amount for the city.",1
482,The growth was achieved due to a large number of construction projects.,1
483,Tourism becomes one of the factors that drive economic growth in the city.,1
484,Nur-Sultan is among the top ten most attractive tourist cities in the Commonwealth of Independent States (CIS).,1
485,"Nur-Sultan, is the capital city of Kazakhstan.",1
486,"Known between 1998 and 2019 as Astana[a]  and before that Akmola, it was renamed Nur-Sultan in March 2019, in honour of the departing Kazakh president, Nursultan Nazarbayev.",1
487,"The city lies on the banks of the Ishim River in the north-central part of Kazakhstan, within the Akmola Region, though administered as a city with special status separately from the rest of the region.",1
488,"A 2020 official estimate reported a population of 1,136,008 within the city limits, making it the second-largest city in the country, after Almaty, the previous capital, between 1991 and 1997.",1
489,"Akmola became the capital of Kazakhstan in 1997, since then it has grown and developed economically into one of the most modern cities in Central Asia.",1
490,"[12][13] On 23 March 2019, following a unanimous vote in Kazakhstan's parliament, the city was renamed Nur-Sultan, after former Kazakhstan President Nursultan Nazarbayev.",1
491,"Modern Nur-Sultan is a planned city, following the process of other planned capitals.",1
492,"[17] After it became the capital of Kazakhstan, the city dramatically changed its shape.",1
493,The city's master-plan was designed by Japanese architect Kisho Kurokawa.,1
494,"As the seat of the Government of Kazakhstan, Nur-Sultan is the site of the Parliament House, the Supreme Court, the Ak Orda Presidential Palace and numerous government departments and agencies.",1
495,"It is home to a range of futuristic buildings, including many skyscrapers",1
496,The settlement was founded in 1830 as Akmoly or Akmolinsky prikaz.,1
497,"This name was possibly given after a local landmarkвЂ”Akmola literally means ""white grave"" or ""holy city"" in KazakhвЂ”although this theory is not universally accepted.",1
498,"[2] In 1832, it was granted town status and renamed Akmolinsk (Russian: РђРєРјРѕР»РёРЅСЃРє).",1
499,"[2] During the Soviet era on 20 March 1961, it was renamed Tselinograd (Russian: Р¦РµР»РёРЅРѕРіСЂР°Рґ, lit.",1
500,'City of virgin lands') to mark its evolution as a cultural and administrative center of the Virgin Lands campaign.,1
501,"[21][2] In 1992, after Kazakh independence Tselinograd adopted the presumed original name Akmola.",1
502,"[2][22] On 10 December 1997, Akmola replaced Almaty as the capital of Kazakhstan.",1
503,"On 6 May 1998, it was renamed Astana, which means ""capital city"" in Kazakh.",1
504,"[23] On 20 March 2019, the capital was renamed from Astana to its current name Nur-Sultan in honor of the long-ruling Kazakh President Nursultan Nazarbayev, shortly after his resignatio.",1
505,"Nur-Sultan's economy is based on trade, industrial production, transport, communication and construction.",1
506,"The city's industrial production is mainly focused on producing building materials, foodstuff and mechanical engineering.",1
507,The Astana International Financial Center (AIFC) opened in July 2018 to become a hub for financial services in Central Asia.,1
508,[54],1
509,"Nur-Sultan is the headquarters of state-owned corporations such as Samruk-Kazyna, Kazakhstan Temir Zholy, KazMunayGas, KazTransOil, Kazatomprom, KEGOC, Kazpost and Kazakhtelecom.",1
510,The shift of the capital has given it a powerful boost to Nur-Sultan's economic development.,1
511,The city's high economic growth rate has attracted numerous investors.,1
512,"In the 16 years since Nur-Sultan became the capital, the volume of investments has increased by almost 30 times, the gross regional product has increased by 90 times,[55] and industrial output has increased by 11 times.",1
513,The city's Gross Regional Product makes up about 8.5 per cent of the republic's Gross domestic product.,1
514,[56],1
515,The Nur-Sultan вЂ“ New City special economic zone was established in 2001 to help develop industry and increase the attractiveness of the city to investors.,1
516,The SEZ plans to commission five projects worth 20 billion KZT (around $108 million) in the Industrial Park No.,1
517,1 in 2015.,1
518,"[57] The projects include construction of a plant for production of diesel engines, a fast food complex, temporary storage warehouses and a business center, a furniture factory, and production of military and civil engineering machin",1
519,[57] The new Nur-Sultan /Astana International Financial Centre is due to launch on 1 January 2018.,1
520,Nur-Sultan's administration is promoting the development of small and medium-sized businesses through the cooperation of the Sovereign Welfare Fund Samruk-Kazyna and National Economic Chamber.,1
521,Support is provided by a special programme of crediting.,1
522,"[58] As a result, the number of small and medium-sized businesses increased by 13.7% to over 96,000 compared to the previous year as of 1 July 2015.",1
523,"[59] In addition, the number of people employed in small and medium-sized business increased by 17.8% to over 234,000 people as of 1 April 2015.",1
524,[59],1
525,"Nur-Sultan was included in the list of top 21 intelligent communities of the world, according to the report released by the Intelligent Community Forum in October 2016.",1
526,"The rating list includes the cities, regions and communities which use digital instruments for the construction of local economy and society.",1
527,[60],1
528,"In 2018, Nur-Sultan attracted more than three trillion tenge (US$7.91 billion) in foreign direct investments, a record amount for the city.",1
529,The growth was achieved due to a large number of construction projects.,1
530,Tourism becomes one of the factors that drive economic growth in the city.,1
531,Nur-Sultan is among the top ten most attractive tourist cities in the Commonwealth of Independent States (CIS).,1
532,"Nur-Sultan, is the capital city of Kazakhstan.",1
533,"Known between 1998 and 2019 as Astana[a]  and before that Akmola, it was renamed Nur-Sultan in March 2019, in honour of the departing Kazakh president, Nursultan Nazarbayev.",1
534,"The city lies on the banks of the Ishim River in the north-central part of Kazakhstan, within the Akmola Region, though administered as a city with special status separately from the rest of the region.",1
535,"A 2020 official estimate reported a population of 1,136,008 within the city limits, making it the second-largest city in the country, after Almaty, the previous capital, between 1991 and 1997.",1
536,"Akmola became the capital of Kazakhstan in 1997, since then it has grown and developed economically into one of the most modern cities in Central Asia.",1
537,"[12][13] On 23 March 2019, following a unanimous vote in Kazakhstan's parliament, the city was renamed Nur-Sultan, after former Kazakhstan President Nursultan Nazarbayev.",1
538,"Modern Nur-Sultan is a planned city, following the process of other planned capitals.",1
539,"[17] After it became the capital of Kazakhstan, the city dramatically changed its shape.",1
540,The city's master-plan was designed by Japanese architect Kisho Kurokawa.,1
541,"As the seat of the Government of Kazakhstan, Nur-Sultan is the site of the Parliament House, the Supreme Court, the Ak Orda Presidential Palace and numerous government departments and agencies.",1
542,"It is home to a range of futuristic buildings, including many skyscrapers",1
543,The settlement was founded in 1830 as Akmoly or Akmolinsky prikaz.,1
544,"This name was possibly given after a local landmarkвЂ”Akmola literally means ""white grave"" or ""holy city"" in KazakhвЂ”although this theory is not universally accepted.",1
545,"[2] In 1832, it was granted town status and renamed Akmolinsk (Russian: РђРєРјРѕР»РёРЅСЃРє).",1
546,"[2] During the Soviet era on 20 March 1961, it was renamed Tselinograd (Russian: Р¦РµР»РёРЅРѕРіСЂР°Рґ, lit.",1
547,'City of virgin lands') to mark its evolution as a cultural and administrative center of the Virgin Lands campaign.,1
548,"[21][2] In 1992, after Kazakh independence Tselinograd adopted the presumed original name Akmola.",1
549,"[2][22] On 10 December 1997, Akmola replaced Almaty as the capital of Kazakhstan.",1
550,"On 6 May 1998, it was renamed Astana, which means ""capital city"" in Kazakh.",1
551,"[23] On 20 March 2019, the capital was renamed from Astana to its current name Nur-Sultan in honor of the long-ruling Kazakh President Nursultan Nazarbayev, shortly after his resignatio.",1
552,"Nur-Sultan's economy is based on trade, industrial production, transport, communication and construction.",1
553,"The city's industrial production is mainly focused on producing building materials, foodstuff and mechanical engineering.",1
554,The Astana International Financial Center (AIFC) opened in July 2018 to become a hub for financial services in Central Asia.,1
555,[54],1
556,"Nur-Sultan is the headquarters of state-owned corporations such as Samruk-Kazyna, Kazakhstan Temir Zholy, KazMunayGas, KazTransOil, Kazatomprom, KEGOC, Kazpost and Kazakhtelecom.",1
557,The shift of the capital has given it a powerful boost to Nur-Sultan's economic development.,1
558,The city's high economic growth rate has attracted numerous investors.,1
559,"In the 16 years since Nur-Sultan became the capital, the volume of investments has increased by almost 30 times, the gross regional product has increased by 90 times,[55] and industrial output has increased by 11 times.",1
560,The city's Gross Regional Product makes up about 8.5 per cent of the republic's Gross domestic product.,1
561,[56],1
562,The Nur-Sultan вЂ“ New City special economic zone was established in 2001 to help develop industry and increase the attractiveness of the city to investors.,1
563,The SEZ plans to commission five projects worth 20 billion KZT (around $108 million) in the Industrial Park No.,1
564,1 in 2015.,1
565,"[57] The projects include construction of a plant for production of diesel engines, a fast food complex, temporary storage warehouses and a business center, a furniture factory, and production of military and civil engineering machin",1
566,[57] The new Nur-Sultan /Astana International Financial Centre is due to launch on 1 January 2018.,1
567,Nur-Sultan's administration is promoting the development of small and medium-sized businesses through the cooperation of the Sovereign Welfare Fund Samruk-Kazyna and National Economic Chamber.,1
568,Support is provided by a special programme of crediting.,1
569,"[58] As a result, the number of small and medium-sized businesses increased by 13.7% to over 96,000 compared to the previous year as of 1 July 2015.",1
570,"[59] In addition, the number of people employed in small and medium-sized business increased by 17.8% to over 234,000 people as of 1 April 2015.",1
571,[59],1
572,"Nur-Sultan was included in the list of top 21 intelligent communities of the world, according to the report released by the Intelligent Community Forum in October 2016.",1
573,"The rating list includes the cities, regions and communities which use digital instruments for the construction of local economy and society.",1
574,[60],1
575,"In 2018, Nur-Sultan attracted more than three trillion tenge (US$7.91 billion) in foreign direct investments, a record amount for the city.",1
576,The growth was achieved due to a large number of construction projects.,1
577,Tourism becomes one of the factors that drive economic growth in the city.,1
578,Nur-Sultan is among the top ten most attractive tourist cities in the Commonwealth of Independent States (CIS).,1
579,"Nur-Sultan, is the capital city of Kazakhstan.",1
580,"Known between 1998 and 2019 as Astana[a]  and before that Akmola, it was renamed Nur-Sultan in March 2019, in honour of the departing Kazakh president, Nursultan Nazarbayev.",1
581,"The city lies on the banks of the Ishim River in the north-central part of Kazakhstan, within the Akmola Region, though administered as a city with special status separately from the rest of the region.",1
582,"A 2020 official estimate reported a population of 1,136,008 within the city limits, making it the second-largest city in the country, after Almaty, the previous capital, between 1991 and 1997.",1
583,"Akmola became the capital of Kazakhstan in 1997, since then it has grown and developed economically into one of the most modern cities in Central Asia.",1
584,"[12][13] On 23 March 2019, following a unanimous vote in Kazakhstan's parliament, the city was renamed Nur-Sultan, after former Kazakhstan President Nursultan Nazarbayev.",1
585,"Modern Nur-Sultan is a planned city, following the process of other planned capitals.",1
586,"[17] After it became the capital of Kazakhstan, the city dramatically changed its shape.",1
587,The city's master-plan was designed by Japanese architect Kisho Kurokawa.,1
588,"As the seat of the Government of Kazakhstan, Nur-Sultan is the site of the Parliament House, the Supreme Court, the Ak Orda Presidential Palace and numerous government departments and agencies.",1
589,"It is home to a range of futuristic buildings, including many skyscrapers",1
590,The settlement was founded in 1830 as Akmoly or Akmolinsky prikaz.,1
591,"This name was possibly given after a local landmarkвЂ”Akmola literally means ""white grave"" or ""holy city"" in KazakhвЂ”although this theory is not universally accepted.",1
592,"[2] In 1832, it was granted town status and renamed Akmolinsk (Russian: РђРєРјРѕР»РёРЅСЃРє).",1
593,"[2] During the Soviet era on 20 March 1961, it was renamed Tselinograd (Russian: Р¦РµР»РёРЅРѕРіСЂР°Рґ, lit.",1
594,'City of virgin lands') to mark its evolution as a cultural and administrative center of the Virgin Lands campaign.,1
595,"[21][2] In 1992, after Kazakh independence Tselinograd adopted the presumed original name Akmola.",1
596,"[2][22] On 10 December 1997, Akmola replaced Almaty as the capital of Kazakhstan.",1
597,"On 6 May 1998, it was renamed Astana, which means ""capital city"" in Kazakh.",1
598,"[23] On 20 March 2019, the capital was renamed from Astana to its current name Nur-Sultan in honor of the long-ruling Kazakh President Nursultan Nazarbayev, shortly after his resignatio.",1
599,"Nur-Sultan's economy is based on trade, industrial production, transport, communication and construction.",1
600,"The city's industrial production is mainly focused on producing building materials, foodstuff and mechanical engineering.",1
601,The Astana International Financial Center (AIFC) opened in July 2018 to become a hub for financial services in Central Asia.,1
602,[54],1
603,"Nur-Sultan is the headquarters of state-owned corporations such as Samruk-Kazyna, Kazakhstan Temir Zholy, KazMunayGas, KazTransOil, Kazatomprom, KEGOC, Kazpost and Kazakhtelecom.",1
604,The shift of the capital has given it a powerful boost to Nur-Sultan's economic development.,1
605,The city's high economic growth rate has attracted numerous investors.,1
606,"In the 16 years since Nur-Sultan became the capital, the volume of investments has increased by almost 30 times, the gross regional product has increased by 90 times,[55] and industrial output has increased by 11 times.",1
607,The city's Gross Regional Product makes up about 8.5 per cent of the republic's Gross domestic product.,1
608,[56],1
609,The Nur-Sultan вЂ“ New City special economic zone was established in 2001 to help develop industry and increase the attractiveness of the city to investors.,1
610,The SEZ plans to commission five projects worth 20 billion KZT (around $108 million) in the Industrial Park No.,1
611,1 in 2015.,1
612,"[57] The projects include construction of a plant for production of diesel engines, a fast food complex, temporary storage warehouses and a business center, a furniture factory, and production of military and civil engineering machin",1
613,[57] The new Nur-Sultan /Astana International Financial Centre is due to launch on 1 January 2018.,1
614,Nur-Sultan's administration is promoting the development of small and medium-sized businesses through the cooperation of the Sovereign Welfare Fund Samruk-Kazyna and National Economic Chamber.,1
615,Support is provided by a special programme of crediting.,1
616,"[58] As a result, the number of small and medium-sized businesses increased by 13.7% to over 96,000 compared to the previous year as of 1 July 2015.",1
617,"[59] In addition, the number of people employed in small and medium-sized business increased by 17.8% to over 234,000 people as of 1 April 2015.",1
618,[59],1
619,"Nur-Sultan was included in the list of top 21 intelligent communities of the world, according to the report released by the Intelligent Community Forum in October 2016.",1
620,"The rating list includes the cities, regions and communities which use digital instruments for the construction of local economy and society.",1
621,[60],1
622,"In 2018, Nur-Sultan attracted more than three trillion tenge (US$7.91 billion) in foreign direct investments, a record amount for the city.",1
623,The growth was achieved due to a large number of construction projects.,1
624,Tourism becomes one of the factors that drive economic growth in the city.,1
625,Nur-Sultan is among the top ten most attractive tourist cities in the Commonwealth of Independent States (CIS).,1
